Time (s),SCL (V)
-6.313989830508474e-05,-0.09366717434585722
-6.311989830508475e-05,-0.1195438645382607
-6.309989830508475e-05,-0.1047571844283158
-6.307989830508475e-05,-0.1010605144008296
-6.305989830508474e-05,-0.126937204593233
-6.303989830508475e-05,-0.1010605144008296
-6.301989830508475e-05,-0.1010605144008296
-6.299989830508475e-05,-0.1121505244832882
-6.297989830508474e-05,-0.08997050431837103
-6.295989830508474e-05,-0.1121505244832882
-6.293989830508475e-05,-0.1158471945107744
-6.291989830508475e-05,-0.09736384437334342
-6.289989830508475e-05,-0.1158471945107744
-6.287989830508474e-05,-0.1232405345657469
-6.285989830508475e-05,-0.1195438645382607
-6.283989830508475e-05,-0.108453854455802
-6.281989830508475e-05,-0.09736384437334342
-6.279989830508474e-05,-0.1121505244832882
-6.277989830508475e-05,-0.1121505244832882
-6.275989830508475e-05,-0.08257716426339862
-6.273989830508475e-05,-0.1047571844283158
-6.271989830508474e-05,-0.1047571844283158
-6.269989830508475e-05,-0.09736384437334342
-6.267989830508475e-05,-0.126937204593233
-6.265989830508475e-05,-0.1158471945107744
-6.263989830508474e-05,-0.09736384437334342
-6.261989830508474e-05,-0.1121505244832882
-6.259989830508475e-05,-0.1010605144008296
-6.257989830508475e-05,-0.1121505244832882
-6.255989830508475e-05,-0.126937204593233
-6.253989830508474e-05,-0.1010605144008296
-6.251989830508475e-05,-0.09736384437334342
-6.249989830508475e-05,-0.1195438645382607
-6.247989830508475e-05,-0.09366717434585722
-6.245989830508474e-05,-0.108453854455802
-6.243989830508475e-05,-0.1195438645382607
-6.241989830508475e-05,-0.1047571844283158
-6.239989830508475e-05,-0.1158471945107744
-6.237989830508474e-05,-0.1121505244832882
-6.235989830508475e-05,-0.08997050431837103
-6.233989830508475e-05,-0.108453854455802
-6.231989830508475e-05,-0.09366717434585722
-6.229989830508474e-05,-0.09736384437334342
-6.227989830508474e-05,-0.1158471945107744
-6.225989830508475e-05,-0.08997050431837103
-6.223989830508475e-05,-0.1158471945107744
-6.221989830508475e-05,-0.1047571844283158
-6.219989830508474e-05,-0.1010605144008296
-6.217989830508475e-05,-0.1158471945107744
-6.215989830508475e-05,-0.108453854455802
-6.213989830508475e-05,-0.08627383429088481
-6.211989830508474e-05,-0.1232405345657469
-6.209989830508475e-05,-0.09736384437334342
-6.207989830508475e-05,-0.1158471945107744
-6.205989830508475e-05,-0.1232405345657469
-6.203989830508474e-05,-0.09736384437334342
-6.201989830508475e-05,-0.1010605144008296
-6.199989830508475e-05,-0.108453854455802
-6.197989830508475e-05,-0.1010605144008296
-6.195989830508474e-05,-0.108453854455802
-6.193989830508475e-05,-0.1121505244832882
-6.191989830508475e-05,-0.08627383429088481
-6.189989830508475e-05,-0.1195438645382607
-6.187989830508475e-05,-0.1121505244832882
-6.185989830508474e-05,-0.09366717434585722
